ID,Item Name,Image,Category,Colour Name,Colour Family,Colour_is_neutral,Season,Fit,Style,BodyType,Lifestyle,Utility
T229,Sweetheart Satin Camisole,T229.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/_-np1h7PkEh4TMSteuJdSw/WSgLFxa0TD8BmElzazxY8vNPIMFveAqOb5zAhctGDBhZE-xlC1als0Az1S06aUk0s3pXxdD9IGvQcZxs9-RUw1H3drJa7rdCTgwauGfBFxAEp63jyJA03Eg4Sc4jYjkOBvk3ob5GY1Yo_lFsj7k48Q/fu6TCCxyVpHq9y_kpTqauAIUc5IeowU_RO4MllDdcSM),Top,Black,Black,True,Summer,Fitted ,"Glamorous,Chic,Edgy,Romantic","Rectangle,Hourglass,Pear,Apple,Inverted Triangle",Social/ Trendy,"Statement,Layering"
T230,Beaded Halter Top,T230.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/xHcW5VPaQEKuEwrbzrA5bw/JP7x6M9QFKfR7IN3JC8rcvixTtwWX5AR1gaY_ljoQiWvWW6OIgZN9t53kRVlVAlNiEjO6ZuRyVddcjXwK7WLmblnyGI23lmmUzgOywITyh4J6V3SFPuWrp4IXRMOxe5at4lyh9RnX2gmDbBEwV5pwg/raNFyXknk08_HT6AwoOq2EgySKWMiIcjfyM6OChYlzU),Top,Fawn Brown,Brown,False,Summer,Structured,"Bohemian,Romantic,Streetstyle,Edgy","Rectangle,Hourglass,Pear,Apple,Inverted Triangle",Social/ Trendy,Statement
T231,Fringe Halter Top,T231.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/TPd8_GwWSrngXB7RjniL5w/4o-QwJSg9pN4d-eAAQ-fH8pmPFtO61ByY9sHtamfR3hZ2HLos_UzY4m0slvEQE97S3ye4ouUl2o4vmkfFtrLcXqcL8yUZwrkS8HX2raZi8SoOKNburlamJ8ovygGslKcKAKK6n_xo9ME38QzK0W33w/nZye_RQo613ZqK6cOPiJFo5iQBKetvFXkCque2DMptM),Top,Walnut,Brown,False,Summer,Structured,"Bohemian,Romantic,Streetstyle,Edgy","Rectangle,Hourglass,Pear,Apple,Inverted Triangle",Social/ Trendy,Statement
T232,Floral Bralette,T232.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/NvD1uBClsZi-WfYQk0gK8g/EqJElzi-QCuDBXd53kC0kUToTgIn56sUYeLveLiXfPTRR7F5pIbz0yLJFY12RpCWSJGx-QlGgNjdY5hAyMEq0p2MZrCHWOEZjy4ZjqXSweYcO3IHRfLVy2xtBRXQmOcorZM7Ysxhzhu92Dm5HuZz7w/dzR-yty0qwjr7MV56MXdJPHw8Sw2nFVRYLc5XzeO8Bw),Top,White,White,True,Summer,Fitted ,"Glamorous,Romantic,Edgy,Contemporary","Rectangle,Hourglass,Pear",Social/ Trendy,Statement
T233,Gathered Tie Top,T233.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/7TbMZ6iu8jqn7Y-zjvaK3A/qDYUa9G9tKfypRmd9YOCmsg6C3L91WU9CYzWx-pz1psjx0B_QBQWhzsIrI9NXbb_9JrwxiKXFeFBVqzG792E_sjDw-qnQDOgpYRH_Zk3O3KzczjCG_E2a9s29lqeZmtaLGH4awcClNqxshCoU3aAjw/2z5tvp3KdtAqsNR5KIcmjNTFVNtcmkoCRQNe5JkxovU),Top,Dust Pink,Pink,False,Summer,Fitted ,"Romantic,Bohemian,Edgy","Rectangle,Hourglass,Pear,Apple",Social/ Trendy,Statement
T234,Gathered Tie Top,T234.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/xOc71T1VELM3Lqs8bzNPDA/v5hXYkAusFBzQ9qR6U3OkVEyLp4eS4esKMs2kJePHbOFNSbVIIHszCY0zguRY83jXVpAoSd8T-fO6ViIptUg8N2F0DHjDUaOceK-LOYQms0bvfK-QYXINBdV_lu3ijt8perjMtyOiIbLM627o-ny2g/EJRElVjt04qcEOAXrwC6WlHy_VZXx42rB8ZDKvMXY4I),Top,Dark Brown,Brown,False,Summer,Fitted ,"Romantic,Bohemian,Edgy","Rectangle,Hourglass,Pear,Apple",Social/ Trendy,Statement
T235,Floral Poplin Top,T235.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/E3me_Hce5PUxiHI7PRlSsg/fPumSUIx7ZjKMhPMa2aiCMOJSApdZm-YYwC7yGKC4IYIjvuRPQX62NlMe0HNnwkA09z9uoREI8OSCLhBTdxhCEllZlNGz4oEFjgxuKvIL9UEj4tQKaWcODBqT1fayFvUXRLVU6XMWqcHNL8DGPl7KQ/FQ7DASbWTiDOmUU1vXOAVrPh20XL4KmNVHfp10-vrU4),Top,Yellow,Yellow,False,Summer,Fitted ,"Romantic,Bohemian","Rectangle,Hourglass,Pear","Social/ Trendy,Lounge",Statement
T236,Off Shoulder Top,T236.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/r1yHnepYmw2VQBAXFkkqcA/UY_LXuhfcZUOSF2H33Bxp0N4GkV-uoRFIi3ozJJAYy0IOXVC0xOH-D4y2oFx4RJq50rEJ9ntAbtWX4M8xYsmh9VBD6qlnC9aBBdgcUJlRsqf9yjyDdvtDzsYreagn1ypXkrmvlrKygYWaubO6dc9hA/0bppykCPQ_ECXsp-di3qczksM_GcP7Wxz88pFtHd588),Top,Burgandy,Red,False,Winter,Fitted ,"Edgy,Romantic,Chic","Rectangle,Hourglass,Pear","Smart Casual,Social/ Trendy","Basics,Versitile"
T237,Off Shoulder Top,T237.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/5ZNY0xx3cPAeiAYzRdmBYQ/AfZzloAeuze6QQMif8hyAnTKYLsZtGLU4cLgfLtgKPL7fdaPa426eAiqPgYvlE27dyRadAT59N2Hm9luzO3uwTzwSAX-vNyxCPSVVRtYDiNX-o5_OKnmfO2cZYEMHVCXRpdUNtkfMvssuHecQd7Oew/uopr7QNzyMANRkwGOv9vIvlUq4Ff_1mRZgvvf-DfQws),Top,Black,Black,True,Winter,Fitted ,"Edgy,Romantic,Chic","Rectangle,Hourglass,Pear","Smart Casual,Social/ Trendy","Basics,Versitile"
T238,Gathered Off Shoulder Top,T238.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/57i5E8WwZ-f5otg_xLvmCw/ZiC6H5_uWgO03LAJVwq32FZoCWm0ROy_LdhtdSf3xMq-PkJOvZi1KQSPUC9gyT_sh48NIOuhaXjgSmF3NhYKIS4jzkvnXgNwWhWZu46Q81c4VR38lPkavcL4ySo7avoa_beP0saZdn8sA2xwVac2oA/VFsmXynI4yCWujDHJxB3nzmzZaaMZpcNPGoo9jqXeQc),Top,White,White,True,Summer,Fitted ,"Romantic,Chic,Edgy","Rectangle,Hourglass,Pear",Social/ Trendy,"Statement,Versitile"
T239,Printed Corset Top,T239.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/S8H-r5xJ6M-GGEqrnnauxA/T76Ae6PLtw0T4GWYlE2IRt3Epyvlqapnux1QVavnsAD8YXsAUMFbGbMsp5-ZApG7GiTDT4kxyI-vcuYQ072CARqrvg6-XAPsb3Y-d-SVxCtEKXKOg3fCPxvCdbAdceAyjYQbwrwgmi5EmSW_S93LSw/LVQT4mLfwedNFrMw1hjcVwD0m-6xms56FT3q_FALg20),Top,Brown Print,Brown,False,Summer,Fitted ,"Bohemian,Romantic","Rectangle,Hourglass,Pear,Inverted Triangle,Apple","Smart Casual,Social/ Trendy","Statement,Versitile,Layering"
T240,Bustier Corset Top,T240.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/kuj6YVgSl4relMDqNpzFCQ/fl6Z2an_3ihZp_Qcdn5TqarmRAmq580YMJeZiqFI7mknG1zzv5mN_EV-NZ0NBeOoLCQqUQaxvjfiB_8gEOZJ6FzWY7WVlCA_SKpaeqMzA-6dGrLuXZ0H7-NMDzptWDXaPnCpZ_JkLdV6xMPJboV37w/uhnnu_Xd0yBFRMSs2lDqId1cAlt6zaXsLvBTE652qb0),Top,Sky Blue,Blue,False,Summer,Fitted ,"Romantic,Bohemian,Edgy,Streetstyle","Rectangle,Hourglass,Pear,Apple",Social/ Trendy,Statement
T241,Floral Tube Top,T241.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/yQ83K_sHf74p-n5NpigISw/lrH9tUyCCeeMUdrc4GOPjfja7Vi_5qlqCBOpNt_Nq36xejUBzbQy58U29TZdG_UL3p-77CiPnVv4S6I1x8MTscA3srd6g1-ftB6EYK5b3N6O09r3_dNyKQtEhgP2uQ6YnRbc3EAax6azJKHl6JhjDQ/ZLOgzt6JVoG0TzzBQoyp3u-gPk7dET5aDpLYvlY66wE),Top,Black with White Print,Black,False,Summer,Fitted ,"Bohemian,Romantic,Edgy","Rectangle,Hourglass,Pear,Inverted Triangle,Apple","Social/ Trendy,Smart Casual","Statement,Versitile,Layering"
T242,Bustier Corset Top,T242.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/XtLHx0rNVdxovRkbNdVCyg/od83HLxwLhhrTT9DSn_zYysHWduU1Yrq8d6U0j2tMRU9rMOgYS_Qyabaeh8JVfVnkwjzcIwx8QHNFqRzaTSyllSbrdNPASKKk9QzkV5oGSc1cCunVXgF6mU5khwprMuM9RtXgXeOVsnxCTTRmn3xbA/CdlT_iET89bqH8BXw_mGWKYgBbIbzqJpwTouNXEoq0w),Top,Black,Black,True,Summer,Fitted ,"Romantic,Edgy,Glamorous","Rectangle,Hourglass,Pear,Apple",Social/ Trendy,"Statement,Layering"
T243,Denim Bustier Top,T243.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/ZHbmaDZFCCEP6E2r1HPtZQ/5ldPrC-9n-4mLYyGNeNbg4YmMc1rR_Q6FbwQglPBzApQhoRJWHLc51pTy-VDv2Cm-2jDHMk1i1taT8Gxq7eVL1WWcIz3rJVRjcb6emzITzNgpo4H7SOWSKkivCxnA1bfnGwT-KhhvS93A4L1JOLL7g/hy_NHjGHxtMMr694Q2uNu7NgUrMKDnAYqKZfY_Xqy9Y),Top,Denim,Blue,False,Summer,Fitted ,"Edgy,Streetstyle","Rectangle,Hourglass,Pear,Apple","Smart Casual,Social/ Trendy","Versitile,Basics"
T244,Bustier Tie top,T244.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/z7kwsdyflNQM-97QldMo5A/qrceGzpqE5dpqFQjDh0nXt1yyDF-XRW9chH2GvGTnuPaw5fTS0MLTOO05rsM-LsocVVPwrFlimvLuCxLwAmVnt199VNExM4bJBos-ZlI4D84wZFOgua1Dnw7tpx4lDe611AYW9lXIhrqfOGu1ZmSOQ/-jluneSVtLyEIp7UXM0yP1KsqRIqryOCxps_pdiWry0),Top,Cherry Red,Red,False,Summer,Fitted ,"Edgy,Glamorous,Romantic","Rectangle,Hourglass,Pear,Inverted Triangle,Apple",Social/ Trendy,Statement
T245,Lace Semi Sheer Top,T245.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/vJ-VXkMcSwfBp9i3aUoJ6g/SsAxVpO9uVg0ykL2gxeXx7zn7wF9WwrvxafhuMmPwm5StrgIMGPT8JarYZ34rKZ4JuixzunUTVZbkT1qmAfOGqu2ytlkh3Oi2OOfq_hVUEhVC8IKPEtqnz3kP-tteNZcdYR7xdsE63c4MItgKdy0-g/LdVE4GCTM24w7IY2ycGdnMEJr6gUpQC_MQKPXSQG0dA),Top,Black,Black,True,All Season,Fitted ,"Edgy,Glamorous,Romantic","Rectangle,Hourglass,Pear,Apple",Social/ Trendy,Statement
T246,Lace Bustier Top,T246.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/oI0d6SGz76fBuEotCEdL-A/P2rQawUrp_OFxCakzd8fLvS8Myi4gIplFn-nkCEa2dxomwKj4INLrjDxNdiAVZSDYUge6bJfVYOI_YOsjhUEB_TajBHnSstzJWRxzClwO-Kpiz7XaYPjMwIIs3oT00y4T-ZKd-lKYuH3KcBxFk2ZUg/bIOy59tO8Zlv4qTypuk98wpEu0ak3GhB8SeK4Fn35gI),Top,Red,Red,False,Summer,Fitted ,"Edgy,Glamorous,Romantic","Rectangle,Hourglass",Social/ Trendy,"Statement,Layering"
T247,Semi Sheer Top,T247.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/hdinaRY5lMuEsBc6jgudMg/dwTGoEAOHoNMRvPt2tCgQDw3vGD5wRYai3khtlJBhJ49EkeT0LUb6c4U7boBnwo_lUX9vsNPuUjyUR19WYY1gDl48fE37FQ74v2aW_fCAwQ6Lc3ZCt8JpSPqqQ-FLSmtnj2qhayG4YZHdywUfEQVXg/5fhMoFC-J799kdKpfF8k29zvqnu9LUxCC7LY7Z4fa4E),Top,Black,Black,True,Winter,Fitted ,"Edgy,Glamorous,Romantic","Rectangle,Hourglass,Pear,Inverted Triangle,Apple","Social/ Trendy,Smart Casual","Basics,Versitile"
T248,Semi Sheer Top,T248.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/SQWSSDmHESCyPn0mIXRv0A/z7ThytMab-aAsuFTAvHkhe25nQG98nHgsg1cGaMn1E7cChEp8Ud7KYHyY2yftSb4nvGCSx1eXDCichz2gGwzMfV04Nbqkb-Uw2JlA9rvgg_4YrKK2syXqyQIF_FCvkIiogWuLdr9hCTJfCo33vZ7sA/VC36QjNuTmV6zBMXlx22Kil5i03ouFWGZp6jSxbolT8),Top,Burgandy,Red,False,All Season,Fitted ,"Edgy,Glamorous,Contemporary","Rectangle,Hourglass,Pear",Social/ Trendy,Statement
T249,Semi Sheer Top,T249.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/PshFJGmbnzArRlCpe_jN4g/22DuyS7rG8l-LgFCPcP9ln4T08XVRJYw4o-3khayA1ySt4ljvjd4y6qelk3wpYNJH_sgNAen5J8XkefWUvfbEUm8xCt-HD-NYvPODHl7v5KRt8f0TlIs9fXZuA6TVJ9nk-qaw8BTTLQ_079kTJ058Q/cqdYEMz62rtKQPsYUwo8Op7sNpwwZVDZnbRl0e1aZF8),Top,Burgandy,Red,False,Summer,Fitted ,"Edgy,Glamorous,Contemporary","Rectangle,Hourglass,Pear",Social/ Trendy,Statement
T250,Sheer Top,T250.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/CT2a0cgw5ZLtg9W6GHvxjA/7DTesJBWDHb3dt4dx9pJ-X3YSOu-nrbdUm7LNN8fjB2u_PMtUcr5nLF0Qe3Yn9Q8KZybba0gn-c5HVhCXw_nqjwXlQcw8y2MFOezbuRTMOQ9FYNjUuJTm_A6xFs45hViccz_BGU2njgkKGnQgY4xSQ/iD88hXQ3yJxk2hbeSMkO6V8J6vzbjDiKYH7GsV9dbNo),Top,White,White,True,All Season,Fitted ,"Edgy,Glamorous,Contemporary,Romantic","Rectangle,Hourglass,Pear",Social/ Trendy,"Statement,Layering"
T251,Sleeveless Lace Top,T251.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/Air7t-ei1ft0j67d5ugbfg/3ipeTHw-UWHn0dpZiuoIug2Z10idMGb7lXgiOQSeVCF_xPKmsS1J268qQIunsoJ6NDH6gSYj8m40VUlg5OrI5xulTi3BQqzAFgmIvy6NoHjhyjTbGdnnrLrUiZ0ZZAvp6SFbnkvKR-ViSzE4R2ZtIQ/O9uwd3rQqT02qrwatKwqWrprs8n38FvkyrDNfzI6Ae4),Top,Brown + Black Accents,Brown,False,Summer,Fitted ,"Edgy,Glamorous,Romantic,Bohemian","Rectangle,Pear,Hourglass,Apple,Inverted Triangle",Social/ Trendy,Statement
T252,Sheer Lace Top,T252.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/qg4jBsOEZ9ShhrvN6ZnzMQ/1otqMvBAUHVVsswkxIp927tRJkhzvZYslG6mASmR1_E8IupSKJKQsY9xFV188EN0wBOT-Hl65tAtYqgxUZkc__jhY9jG6H9ahj84VRht9yPlAIem0MNLxPtYzqrcAl-LMzkDbBcsyTMdd3y_OqA53w/HLkwd6VHR24iSbWyBjOMm6aBXsdei-BrJmRhAH2bNzk),Top,Black,Black,True,Summer,Fitted ,"Edgy,Glamorous,Romantic","Rectangle,Hourglass,Pear",Social/ Trendy,Statement
T253,Ruffled Floral Halter Top,T253.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/ZHRGFXYguiojfGFyzZ6cPw/yolmxMO6Y7avEaNUx1gZNbru5zZtaE7Rc4aqFFupiy1dleJrHbgxb1TruAwe5xoQQJt8wrEcbBZsIJwreErvXeENXBe2OD-Qc9w_WPleUJw_qWcCPwn8_xI2YUJ2qM-u629vxnwb_bfQpo-bKXG9lQ/UmZW9qFXLf-bmxVxrhoWpKX3lFAF2TGtoq5m3KlOS-Y),Top,White + Pink,White,False,Summer,Structured,"Romantic,Bohemian","Rectangle,Hourglass,Pear,Apple,Inverted Triangle","Smart Casual,Social/ Trendy","Statement,Versitile"
T254,Strapless Top with Ruffles,T254.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/P_zwv871vsLw1EpVqSeJ1g/9OI3ObmfpYAUE7DZdiTsDi3X6bSgXbikdLGpAe6SCvycG1Nq7UPrlOWnizL2YsZ0nCSlbL7zWQ2fktRPrwCv_kpTtoTcRwbdZNhYdXlIgQzOP9uPlbEBVnfpUhxHu8nD_xC0Vph5zFXmyh3i9oi0fA/qzwsB9CkVX6JnNdMRKcbdH3dpP-_Wxno5Z2lWR-M11A),Top,Champagne Pink,Pink,False,Summer,Fitted ,"Romantic,Bohemian,Glamorous","Rectangle,Hourglass,Pear",Social/ Trendy,Statement
T255,Gathered Satin Blouse,T255.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/Nwl5L-jZlEKB1Pm9BCCZgA/jWPSEqEtdHilQ_bb7FNTDTBibZhR4DIePXxm4TfP-x0wmNzBNTaOVm9nPjff5NEb5ZCx1lFj2PT85F9CqOWLwdZXnclOsh7HX2J849nacSrkW67KTkGMGG_ZuXRV6uqp150vW2kKEfY-eFQ9MG2sEA/N5by9-_8AKUgRrWXD5zXHrDjEtm8_iDjqF_jozL6i8o),Top,Brown,Brown,False,Summer,Structured,"Bohemian,Chic,Glamorous,Contemporary","Rectangle,Hourglass,Pear,Apple,Inverted Triangle","Smart Casual,Social/ Trendy","Statement,Versitile"
T256,Gathered Satin Blouse,T256.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/h0xqcuzxYndipoPjS_TCCw/pdouJvXWm_RDfNXpG1nbBRnMZdGZ0_pA1h50HoEvvhXGRjQpd9E_5lEYelQ6fsCgeofDX2U0ZzW43cYUC5T9Lj9do9050uitf3fKnHHd42K_WXNMj_5LwF2m_-HEmoUAhuXCsC5aicK53yRYBZHvzA/EWrru1k0WRkn7KH6g2WxQeAS1tmMs1qDRBJS3jGYcV8),Top,Light Cyan,Blue,False,Summer,Structured,"Bohemian,Glamorous,Contemporary","Rectangle,Hourglass,Pear,Apple,Inverted Triangle","Smart Casual,Social/ Trendy","Statement,Versitile"
T257,Pleated Waist Combined Blouse,T257.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/e5Y2DFzqjacGsDBEbaWC8w/QyaGwENePzCPNvVxKbnfUT9lp1IxoWc6JtQJt49lJ1b15EOGR4okKQKtuaTUzwYSDwhtmIpIExQ352oRaVt-FscwkH_W0OGhufOtxmssh6mKSGCpHjo7HtdvkoAZ-gOlXhscvtjipHoR_xYYdvbvrQ/6WexTnYwL6II_aBNtMBsDE9tKvG8f9sy8-Kbof5iLAQ),Top,Gold,Metallic,False,Summer,Structured,"Glamorous,Chic,Contemporary","Rectangle,Hourglass,Pear,Apple,Inverted Triangle",Social/ Trendy,Statement
T258,Denim Badeau,T258.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/4DosDwwQ8WkcL5f_fa2K1Q/pI9EZ0DVt0hYtkuEZVl-X7SjCRNpa10T_W_wx69SBErCIbHWF62hkRs3_3ipqsthnPQeJ8wTfM9pZfnI7HsxOxsR_B6eA4VIXMVoGF831csLFVWG8JrDF894zqsj19a5sQ5Aw8y-VGYNdIHKYUHThQ/xhZQJzj0rICbbarg3-bJSA9E3pUTISSiKEWQNhiy2SA),Top,Denim,Blue,False,Summer,Fitted ,"Edgy,Streetstyle","Rectangle,Hourglass,Pear,Apple,Inverted Triangle","Smart Casual,Social/ Trendy","Basics,Layering"
T259,Flowing Ruffled Top,T259.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/xO4M5813ie1yqNQN1dc0Vw/uGuLXjse2gIApr-4NglEPpWDFsmKOvBYng-WCBelXVy_EOGwZQKSZASh4nOrW5mqT84kRvwPft289h9LFD3IlKSsQU8ez9DVMWaK3kbtO10BrOBA4SfWKb9BXFM2F3KfXarf97p9gaIKtplZA063Xg/2BFD94gIQTWaPmH-qGvtG7QrFuM_r8h8EXXtv9bWw-k),Top,Mustard,Brown,False,All Season,Structured,"Bohemian,Romantic","Rectangle,Pear,Apple,Inverted Triangle","Smart Casual,Social/ Trendy","Statement,Versitile"
T260,Gathered Front Tie Top,T260.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/aQekqNJHARSRcBXkkujX8g/DPxdX4o8za2ufsH4b6iKvmeuXKlAueW2J-5xFukSe7jeaC1q3aWOOkvEv573S38_EodTyKhFl0fHi4VfHsVMdO1lvcRK9XmUbQiyCPYZ52Dgv3qkFqzd-he__Cffgtv0PJrroR-qKFMKI9F7M2Wsqw/czBcmRsgS5LMgoq-bAWY1mf_LgaSZ1XzT9NHEzUx98Y),Top,Brown,Brown,False,Winter,Fitted ,"Bohemian,Romantic,Edgy","Rectangle,Pear,Apple,Inverted Triangle,Hourglass","Smart Casual,Social/ Trendy",Statement
T261,Draped Top with Shoulder Pads,T261.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/tv1vLhcM_lcuQo_p6qantQ/-iSXqiAlhtydLK6dHi5kFy0kf4DyR7V3Ahv026S4U5LdVOYc041hUqJuHXg3Lc3tyzhZ4mT01sqbVZduBTueqjsXrveB8nEiPUxUh7eeuR0E9Db2b8z0mCkOVlBPqR_36bylt9vY0BdUOqRJzF9IzQ/JGGVrtPRuzUbSpCn5z5lshBw1GOg9yKPN8dpOCCXmps),Top,Magenta,Pink,False,Winter,Fitted ,"Contemporary,Glamorous","Rectangle,Pear,Hourglass",Social/ Trendy,Statement
T262,Satin Frill Top,T262.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/owQFMVdXsCQcTSEtLaMxBw/KszF-cWvSVetf2IbppOH-M8ZqgLoQikQGkhN212-O_ZAmLb1hosYc0BMH-5LVT8Bh3Zf1rgVaB5Hj2HGZVtBIvA5cvm1kVJw4rf_pmAB1NyTl7GjjUnrEaU37a2Gx1ZvKnHu-cA7JJe9E1dyeMbvkg/SZeE3eL5wyZMtX4Du7Bp-eBSxhJvmYPnFAAZrcnkdxY),Top,White,White,True,Summer,Structured,"Romantic,Chic,Bohemian","Rectangle,Pear,Hourglass,Apple,Inverted Triangle","Smart Casual,Social/ Trendy","Statement,Versitile"
T263,Interlock Bandeau Top,T263.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/E1HrnYvVAkGhCW453Ke83g/e5S95v_OCBBnR2I8mt8GXsR3R0mplrIF4SZctq63cO3R1oHYYsba2bowD-NvIcqhS4JGXYAnqM-yRZ7NbQXDQLPSp0MGEmuB2FjM2WQsZdo5wKDKi5lSKgpNUgRMjX7cKv0DJepaMB6zrsEfFhbdKQ/XEbYFyuj3emmzFhFI1JOvgHjPPsDZ0hFOyrKlU578uc),Top,Baby Pink,Pink,False,Summer,Structured,"Romantic,Chic,Edgy,Streetstyle","Rectangle,Hourglass,Apple,Inverted Triangle","Smart Casual,Social/ Trendy","Basics,Layering"
T264,Jacquard Strappy Top,T264.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/Aeei6XBzEMYi8FJjA8cWow/LSMYDhBbOeK7NdMXaP6O3ZHoYA3YxUEksupXbyZ4gfp4euTZ1HocLo2KQnVcDTIL28QGZlPlwkAH2vqVI5bZvwHdhF4dR7mdeI6_27pZVABXVUpxj15JGQs01OEd64iGPZPOGlpShFZr34TI6j8lzQ/vk4IJqPOjx-BGzWHLtSadPykOdDvIqSnvc2CCC7PRpM),Top,Off White,White,False,Summer,Structured,"Bohemian,Romantic","Rectangle,Pear,Hourglass,Apple,Inverted Triangle","Smart Casual,Social/ Trendy","Statement,Versitile"
T265,Satin Halter Scarf Top,T265.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/E3cDql2qHMIqVov3yBOpLw/raKy6eaWCL11ceaUSb7K-GZGbzEIxXgaq7vqvfCU3ejya70EDSqJ9siYR-G7IQQFeoFrUOxkKkxjtQbYP6DuxKH-ZSKzQ0tjlSTsg5x95lJPWwaN5wJRg5oTess7QFDkDVloZraLAhEipphCZmnCiA/fzszLXjmyHlKePLJrp7Mwd3IaO4ba34k9fFBeXT7_Og),Top,Brown,Brown,False,Summer,Fitted ,"Chic,Glamorous,Edgy,Contemporary","Rectangle,Pear,Hourglass","Social/ Trendy,Smart Casual",Statement
T266,Zip-up Jacket,T266.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/B_1Dbo3y1iw3iLJwUxjR8Q/fTqyarE8e-g81LAZniWz20wx_Ls-pN5BCpViyp7m3J3BIxuFKnJydfidL02ZcWoCyZ4QIY4lh4ZWn7Hj5uvZIInch8FsqM1pJALTmaMjy2OAmKe7-PmbsaTGW5nefI5QKyyO8yN0Zf5MJMJaUeZ6zA/WmVT8PB4PG54xFCDtsY3lQWr6HUd1vPi_wWleQADfdw),Outerwear,White,White,True,Winter,Structured,"Chic,Contemporary,Streetstyle","Rectangle,Pear,Hourglass,Inverted Triangle,Apple","Athleisure,Lounge","Basics,Layering"
T267,Hoodie,T267.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/qf0ZUDZkV4nszDDdGUXwKw/S2hqFIo_uKtr86OSBazyJOoRhQWj3-3LbU4Gqcj6uAMukteAwHSX2d7Vehk-TS5brdZgwAKXncZf_U_WroAKxV5F1F7A0H2z2TkU6VSFybaqD21T9ewGvpng_6jpSi4WXcPPRttbQ4p4A8oHSsvHAQ/e0nwGD3cBj0Uk6e6EJc5zCHAXggmqZAKQVgb2sEZG0U),Outerwear,Navy,Navy,True,Winter,Relaxed,"Chic,Contemporary,Streetstyle","Rectangle,Pear,Hourglass,Inverted Triangle,Apple","Athleisure,Lounge",Basics
T268,Hoodie,T268.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/nU19mmslgQOj_b5FpeHCtQ/vYChjkhEgptB0SiM4agtOyFyAfEW8Jk0MwLk5WdCblOw7yuQrAM11Gpj_dEQSk_UuWWTE99uOqbHBQXdSSgDPS-jjYC5w5CUlTlVcAdskQbfTRQFxg8FlVgYtJsFDnGWiPdmhYpi5sp8FPrWKcTolA/X_jNv2bMMu5c3G8H2aPUHWYMToFzOWlpc5UJp9fx6mY),Outerwear,Brown,Brown,False,Winter,Relaxed,"Chic,Contemporary,Streetstyle","Rectangle,Pear,Hourglass,Inverted Triangle,Apple","Athleisure,Lounge",Basics
